cust,date
466,2006-01-27
467,2006-01-27
468,2006-01-27
469,2006-01-27
470,2006-01-28
471,2006-01-28
471,2006-02-05
471,2007-03-06
471,2007-04-28
472,2006-01-28
472,2006-02-22
472,2006-05-03
472,2006-05-17
473,2006-01-28
473,2006-03-20
473,2006-05-08
473,2006-07-01
473,2006-08-16
473,2007-03-29
474,2006-01-28
474,2007-01-18
475,2006-01-28
476,2006-01-28
477,2006-01-28
477,2006-03-30
477,2006-05-28
477,2006-07-25
477,2006-09-24
477,2006-12-04
477,2007-01-22
477,2007-04-13
477,2007-10-29
478,2006-01-28
478,2006-03-04
478,2006-03-25
478,2006-04-14
478,2006-05-07
478,2006-05-26
478,2006-06-05
478,2006-06-17
479,2006-01-28
479,2006-02-11
479,2006-02-25
479,2006-03-11
480,2006-01-28
480,2006-02-11
480,2006-03-02
480,2006-03-18
480,2006-04-07
480,2006-05-05
480,2006-06-07
480,2006-07-05
480,2006-09-23
480,2006-11-08
480,2006-12-06
480,2007-01-12
480,2007-02-14
480,2007-06-28
480,2007-10-26
480,2007-12-04
481,2006-01-28
482,2006-01-28
482,2006-02-23
482,2006-04-05
482,2006-05-06
482,2006-06-15
482,2006-07-30
482,2006-11-07
482,2007-02-14
483,2006-01-28
483,2006-02-04
483,2006-02-17
483,2006-03-03
483,2006-03-17
483,2006-04-14
483,2006-05-12
483,2006-06-09
483,2006-07-15
483,2006-08-05
483,2006-09-01
483,2006-09-22
483,2006-12-08
483,2007-01-12
483,2007-02-03
484,2006-01-28
485,2006-01-28
485,2006-01-31
485,2006-03-03
485,2006-04-09
485,2006-05-25
485,2006-06-24
485,2006-08-05
485,2006-10-11
485,2006-11-21
485,2007-01-09
485,2007-05-23
485,2007-07-05
485,2007-09-13
486,2006-01-28
487,2006-01-28
488,2006-01-28
488,2006-11-25
488,2007-10-19
489,2006-01-28
489,2007-01-02
490,2006-01-28
490,2006-04-29
490,2006-06-30
490,2007-03-31
491,2006-01-28
491,2006-02-17
491,2006-03-15
491,2007-04-07
491,2007-09-28
492,2006-01-28
492,2006-02-04
492,2006-02-16
492,2006-02-23
492,2006-03-02
492,2006-03-23
492,2006-04-07
492,2006-04-13
492,2006-04-28
492,2006-05-05
492,2006-05-12
492,2006-05-19
493,2006-01-28
494,2006-01-28
494,2006-02-11
494,2006-03-01
494,2006-03-25
494,2007-05-22
494,2007-07-11
494,2007-09-18
494,2007-11-21
494,2007-12-20
495,2006-01-28
496,2006-01-28
496,2006-03-04
496,2006-03-23
496,2006-10-20
496,2006-11-29
496,2006-12-14
497,2006-01-28
498,2006-01-28
498,2006-02-09
498,2006-02-16
498,2006-10-04
498,2006-10-11
499,2006-01-29
500,2006-01-29
500,2006-02-21
500,2006-04-05
500,2006-05-19
500,2006-06-27
500,2006-12-06
500,2007-02-16
500,2007-04-27
501,2006-01-29
501,2006-06-27
501,2006-11-29
501,2007-02-09
501,2007-03-25
501,2007-06-08
502,2006-01-29
502,2006-07-11
503,2006-01-29
503,2006-04-15
504,2006-01-29
504,2006-02-23
504,2006-04-01
504,2006-10-12
504,2006-11-30
504,2006-12-12
504,2007-01-18
504,2007-03-08
504,2007-10-17
504,2007-12-01
505,2006-01-29
505,2006-03-05
505,2006-04-15
505,2006-06-11
505,2006-07-20
505,2006-10-29
505,2006-11-18
506,2006-01-29
507,2006-01-30
507,2006-04-21
507,2006-09-05
507,2006-12-22
507,2007-07-16
508,2006-01-30
509,2006-01-30
510,2006-01-30
511,2006-01-30
512,2006-01-30
512,2006-02-08
512,2006-02-09
512,2006-02-20
512,2006-02-27
512,2006-03-10
512,2006-03-16
513,2006-01-30
514,2006-01-30
514,2006-03-27
514,2006-05-11
514,2006-06-12
514,2006-07-04
514,2006-07-28
514,2006-09-06
514,2006-10-16
514,2006-11-15
514,2006-12-14
514,2007-01-23
514,2007-02-19
514,2007-03-15
514,2007-04-10
514,2007-05-14
514,2007-06-14
514,2007-07-12
514,2007-08-17
514,2007-09-17
514,2007-10-18
514,2007-11-20
514,2007-12-19
515,2006-01-31
515,2006-04-11
515,2006-06-28
515,2006-09-09
516,2006-01-31
517,2006-01-31
517,2006-03-04
517,2007-10-10
517,2007-11-28
517,2007-12-18
518,2006-01-31
518,2006-04-25
519,2006-01-31
519,2006-05-04
519,2006-08-31
519,2007-01-31
520,2006-01-31
520,2006-03-19
520,2006-04-06
520,2006-05-04
520,2006-06-02
520,2006-06-14
520,2006-07-09
521,2006-01-31
522,2006-01-31
522,2006-04-13
522,2006-06-07
522,2006-07-20
522,2006-09-05
522,2006-11-03
522,2006-12-19
522,2007-03-06
522,2007-04-24
522,2007-06-08
522,2007-09-25
522,2007-12-18
523,2006-01-31
523,2006-02-08
523,2006-03-09
523,2006-03-30
523,2006-04-06
523,2006-04-19
523,2006-05-10
523,2006-06-02
523,2006-07-05
523,2006-09-26
523,2006-10-31
523,2006-12-01
523,2007-01-20
523,2007-02-24
523,2007-04-03
523,2007-05-03
523,2007-06-16
523,2007-08-07
523,2007-09-05
523,2007-09-28
523,2007-10-16
523,2007-11-08
523,2007-11-17
523,2007-12-08
523,2007-12-21
524,2006-01-31
524,2006-03-29
524,2006-05-04
524,2006-06-28
524,2006-10-25
524,2007-02-02
524,2007-02-14
524,2007-02-22
524,2007-07-03
525,2006-01-31
525,2006-03-23
525,2006-09-07
525,2006-10-20
526,2006-01-31
527,2006-01-31
527,2006-05-15
527,2006-06-07
527,2006-10-15
527,2006-11-21
527,2007-03-19
527,2007-06-08
527,2007-07-29
527,2007-09-26
527,2007-12-14
528,2006-01-31
529,2006-01-31
530,2006-01-31
530,2006-02-15
530,2006-05-01
530,2006-08-21
530,2006-09-19
530,2007-04-16
531,2006-01-31
531,2006-03-01
531,2006-03-03
532,2006-01-31
533,2006-01-31
533,2006-04-25
534,2006-01-31
534,2006-02-14
534,2006-06-20
535,2006-01-31
535,2006-06-14
535,2006-06-17
535,2006-10-05
535,2006-11-03
535,2006-12-20
536,2006-01-31
536,2006-03-03
536,2006-04-05
536,2006-05-04
536,2006-06-08
536,2006-07-06
536,2006-08-08
536,2006-09-16
536,2006-10-28
536,2007-01-25
536,2007-03-10
536,2007-05-03
536,2007-06-12
536,2007-09-22
536,2007-12-15
537,2006-01-31
537,2006-03-03
537,2006-06-17
537,2006-08-26
537,2006-09-07
537,2006-11-22
537,2007-04-17
537,2007-07-11
537,2007-10-16
538,2006-01-31
538,2006-02-09
538,2006-02-17
538,2006-03-02
538,2006-04-05
538,2006-05-04
538,2006-05-18
538,2006-06-16
538,2006-10-08
539,2006-01-31
539,2006-02-28
540,2006-02-01
540,2006-06-21
540,2006-10-12
541,2006-02-01
541,2006-03-02
542,2006-02-01
542,2006-02-17
542,2006-03-03
542,2006-03-24
542,2006-05-06
542,2006-08-01
542,2006-08-03
543,2006-02-01
543,2006-04-05
544,2006-02-01
544,2006-03-04
544,2006-04-19
544,2006-09-27
544,2006-11-09
544,2006-12-28
544,2007-02-07
544,2007-03-13
544,2007-05-15
544,2007-11-07
544,2007-12-04
545,2006-02-01
545,2006-04-01
545,2006-05-20
545,2006-07-05
545,2006-08-01
545,2006-10-03
545,2006-11-19
545,2007-01-13
545,2007-02-20
545,2007-03-24
545,2007-05-12
545,2007-06-19
545,2007-06-26
545,2007-07-18
545,2007-08-29
545,2007-09-26
545,2007-11-07
546,2006-02-01
546,2006-03-03
546,2006-03-28
546,2006-04-28
546,2006-08-02
546,2006-08-15
546,2006-09-22
546,2006-10-15
547,2006-02-01
548,2006-02-01
548,2006-02-10
548,2006-02-14
548,2006-03-03
549,2006-02-01
549,2006-02-12
549,2006-03-31
549,2006-05-31
549,2006-08-31
549,2006-09-30
549,2006-10-21
549,2006-11-09
549,2006-12-20
549,2007-02-01
549,2007-04-04
549,2007-05-03
549,2007-12-06
550,2006-02-01
550,2006-04-05
550,2006-06-07
550,2006-09-26
550,2007-01-20
550,2007-05-09
551,2006-02-01
551,2006-02-17
551,2006-02-25
551,2006-03-10
551,2006-03-18
551,2006-03-25
551,2006-04-04
551,2006-04-15
551,2006-05-05
551,2006-05-17
551,2006-05-27
551,2006-06-04
551,2006-06-15
551,2006-06-27
551,2006-07-05
551,2006-07-14
551,2006-07-25
551,2006-08-01
551,2006-08-15
551,2006-08-22
551,2006-09-05
551,2006-09-26
551,2006-10-04
551,2006-10-17
551,2006-10-25
551,2006-10-31
551,2006-11-16
551,2006-12-01
551,2006-12-13
551,2006-12-20
551,2007-01-08
551,2007-01-16
551,2007-02-03
551,2007-02-13
551,2007-02-24
551,2007-03-06
551,2007-03-14
551,2007-03-17
551,2007-03-30
551,2007-04-03
551,2007-04-12
551,2007-04-20
551,2007-05-03
551,2007-05-16
551,2007-05-25
551,2007-05-30
551,2007-06-09
551,2007-06-23
551,2007-07-07
551,2007-07-12
551,2007-07-20
551,2007-07-26
551,2007-08-03
551,2007-08-18
551,2007-08-29
551,2007-09-06
551,2007-09-18
551,2007-09-29
551,2007-10-06
551,2007-10-11
551,2007-10-19
551,2007-10-24
551,2007-10-31
551,2007-11-13
551,2007-11-29
551,2007-12-05
552,2006-02-01
552,2006-02-10
552,2006-02-16
552,2006-03-07
552,2006-03-15
552,2006-03-31
552,2006-05-07
552,2006-05-29
552,2006-06-26
552,2006-07-31
553,2006-02-01
553,2006-02-07
553,2006-02-16
554,2006-02-01
555,2006-02-01
556,2006-02-01
556,2006-04-19
556,2006-06-01
556,2006-06-29
556,2006-07-20
556,2006-10-31
556,2006-11-25
556,2007-02-07
556,2007-04-28
556,2007-06-07
556,2007-07-17
557,2006-02-01
558,2006-02-01
559,2006-02-01
560,2006-02-01
560,2006-02-10
560,2006-02-15
560,2006-03-02
560,2006-03-10
560,2006-06-02
561,2006-02-01
562,2006-02-01
562,2006-02-08
562,2006-02-16
562,2006-03-23
562,2006-03-30
562,2006-04-04
562,2006-04-11
562,2006-04-19
562,2006-04-25
562,2006-05-05
562,2006-05-18
562,2006-05-30
562,2006-06-15
562,2006-06-23
562,2007-02-06
562,2007-02-23
562,2007-03-08
562,2007-03-16
563,2006-02-01
563,2007-04-07
564,2006-02-02
565,2006-02-02
565,2006-02-03
565,2006-02-18
565,2006-03-17
565,2006-04-11
565,2006-05-06
565,2006-06-02
565,2006-06-07
565,2006-06-20
565,2006-07-08
565,2006-07-25
565,2006-07-26
565,2006-09-05
565,2006-09-28
565,2006-10-24
565,2006-11-18
565,2006-12-19
565,2007-01-19
565,2007-02-16
565,2007-03-10
565,2007-03-31
565,2007-05-04
565,2007-06-12
565,2007-07-21
565,2007-08-08
565,2007-08-09
565,2007-09-11
565,2007-10-09
565,2007-11-21
565,2007-11-23
566,2006-02-02
566,2006-03-19
566,2006-05-24
566,2006-08-03
566,2006-09-07
566,2006-10-12
566,2006-12-07
566,2007-01-23
566,2007-03-13
566,2007-04-26
566,2007-06-06
566,2007-07-28
566,2007-09-11
566,2007-10-25
566,2007-12-12
567,2006-02-02
567,2006-03-17
567,2006-06-02
567,2006-08-18
567,2007-01-12
567,2007-06-21
568,2006-02-02
568,2007-05-25
569,2006-02-02
569,2006-02-21
569,2006-06-01
569,2006-09-06
569,2006-12-07
569,2007-01-25
569,2007-03-29
569,2007-06-14
569,2007-07-27
569,2007-08-23
569,2007-09-08
569,2007-09-18
569,2007-09-25
569,2007-11-08
569,2007-12-08
570,2006-02-02
570,2006-03-04
570,2006-03-21
570,2006-04-08
571,2006-02-02
572,2006-02-02
572,2006-02-26
572,2006-03-24
572,2006-04-19
572,2006-05-03
572,2006-05-31
572,2006-07-07
572,2006-08-15
572,2007-01-17
573,2006-02-02
573,2006-02-14
573,2006-04-07
573,2006-05-30
573,2006-07-01
573,2006-07-23
573,2006-08-28
573,2006-09-07
573,2006-11-02
573,2006-11-15
573,2006-12-12
573,2006-12-19
573,2006-12-27
573,2007-01-08
573,2007-01-21
573,2007-10-29
573,2007-12-20
574,2006-02-02
574,2006-07-06
574,2006-09-09
574,2006-09-20
574,2006-11-08
574,2007-01-18
574,2007-01-25
574,2007-03-20
575,2006-02-02
575,2006-02-17
576,2006-02-02
577,2006-02-02
577,2006-02-16
577,2006-02-27
577,2006-03-07
577,2006-03-25
577,2006-04-24
577,2006-06-20
577,2006-07-12
578,2006-02-02
579,2006-02-02
580,2006-02-02
580,2006-02-18
581,2006-02-03
581,2006-05-25
581,2007-09-04
581,2007-09-20
582,2006-02-03
582,2006-06-10
583,2006-02-03
583,2006-08-11
583,2006-11-25
583,2007-02-05
583,2007-03-17
583,2007-08-07
584,2006-02-03
585,2006-02-03
586,2006-02-03
586,2006-02-23
586,2006-05-02
586,2006-06-01
586,2006-06-18
586,2006-07-07
586,2006-07-25
586,2006-08-03
586,2006-08-19
586,2006-09-08
586,2006-09-15
586,2006-09-27
586,2006-10-21
586,2006-11-21
586,2007-01-03
586,2007-02-07
586,2007-03-08
586,2007-04-29
586,2007-06-26
586,2007-09-01
586,2007-10-19
587,2006-02-03
588,2006-02-03
588,2006-02-11
588,2006-02-18
588,2006-03-04
588,2006-04-14
589,2006-02-03
590,2006-02-03
591,2006-02-03
591,2007-12-14
591,2007-12-22
592,2006-02-03
593,2006-02-03
594,2006-02-03
594,2006-03-02
594,2006-04-15
594,2006-05-05
594,2006-06-22
594,2006-08-17
594,2006-09-21
594,2006-11-04
594,2006-11-17
594,2007-01-10
594,2007-01-20
594,2007-04-03
594,2007-04-05
594,2007-04-18
594,2007-05-12
594,2007-06-02
594,2007-06-27
594,2007-07-28
594,2007-08-30
594,2007-09-18
594,2007-09-19
594,2007-10-10
594,2007-10-31
594,2007-11-27
594,2007-12-20
595,2006-02-03
596,2006-02-03
597,2006-02-03
598,2006-02-03
599,2006-02-04
600,2006-02-04
601,2006-02-04
601,2006-02-07
601,2006-02-14
601,2006-03-07
601,2006-03-14
601,2006-03-21
601,2006-03-31
601,2006-04-06
601,2006-04-15
601,2006-04-25
601,2006-04-29
601,2006-05-10
601,2006-05-18
601,2007-05-23
601,2007-07-03
601,2007-07-10
601,2007-07-11
601,2007-07-17
601,2007-07-18
601,2007-07-20
601,2007-07-24
601,2007-07-26
601,2007-07-31
601,2007-08-03
601,2007-08-09
601,2007-08-11
601,2007-08-14
601,2007-08-21
601,2007-08-23
601,2007-08-24
601,2007-08-25
601,2007-08-29
601,2007-08-31
601,2007-09-05
601,2007-09-11
601,2007-09-13
601,2007-09-15
601,2007-09-25
601,2007-09-26
601,2007-10-04
601,2007-10-09
602,2006-02-04
602,2007-02-14
602,2007-05-25
603,2006-02-04
603,2006-11-24
603,2007-07-19
603,2007-08-24
603,2007-09-13
603,2007-10-12
603,2007-12-19
604,2006-02-04
605,2006-02-04
605,2006-02-17
605,2006-03-02
605,2006-03-16
605,2006-09-24
605,2006-10-25
606,2006-02-04
606,2006-02-11
607,2006-02-04
607,2006-02-16
607,2006-03-03
607,2006-03-16
607,2006-04-05
607,2006-04-19
607,2006-05-04
607,2006-06-06
607,2006-07-06
607,2006-07-19
607,2006-08-15
607,2006-09-05
607,2006-11-05
607,2006-12-05
607,2007-01-12
607,2007-03-07
607,2007-06-19
608,2006-02-04
608,2006-02-11
609,2006-02-04
610,2006-02-04
610,2006-03-14
610,2006-04-27
610,2006-05-03
610,2006-05-18
610,2006-05-25
610,2006-09-14
610,2006-10-10
610,2006-11-11
610,2006-12-08
610,2007-01-10
610,2007-01-23
610,2007-02-01
610,2007-02-24
610,2007-03-08
610,2007-04-05
610,2007-05-09
610,2007-05-23
610,2007-05-30
610,2007-07-10
610,2007-07-26
610,2007-09-04
610,2007-10-25
610,2007-11-09
610,2007-11-21
610,2007-11-23
610,2007-11-28
610,2007-12-04
611,2006-02-04
611,2006-02-28
611,2006-05-10
612,2006-02-04
613,2006-02-04
613,2006-04-26
613,2006-06-21
613,2006-08-08
613,2006-10-17
613,2007-01-18
613,2007-04-18
613,2007-07-18
613,2007-11-21
614,2006-02-04
614,2006-04-01
614,2006-04-21
614,2006-05-19
614,2006-09-06
614,2006-11-21
614,2007-06-28
614,2007-09-08
615,2006-02-04
615,2006-02-24
615,2006-04-07
615,2006-05-05
615,2006-06-02
615,2006-07-19
615,2006-07-25
615,2006-10-11
615,2006-11-17
615,2007-02-08
615,2007-04-18
615,2007-06-12
615,2007-12-21
616,2006-02-04
616,2006-04-25
616,2006-09-30
616,2006-12-20
616,2007-03-17
616,2007-06-05
616,2007-09-18
617,2006-02-04
617,2007-06-14
618,2006-02-04
618,2006-03-03
618,2006-03-31
618,2006-04-28
618,2006-07-28
618,2006-08-18
618,2006-09-20
618,2006-10-26
618,2006-11-11
618,2006-12-13
618,2007-01-17
618,2007-05-15
619,2006-02-04
620,2006-02-04
620,2006-03-01
621,2006-02-05
622,2006-02-05
622,2006-02-09
622,2006-02-15
622,2006-03-06
622,2006-03-13
622,2006-04-23
622,2006-05-21
622,2007-02-09
622,2007-05-07
623,2006-02-05
623,2006-03-07
623,2006-04-12
623,2006-05-11
623,2006-06-22
623,2006-09-21
624,2006-02-05
624,2006-03-05
624,2006-03-30
625,2006-02-05
625,2006-02-20
625,2006-02-27
626,2006-02-05
626,2006-03-27
626,2006-05-01
626,2006-05-07
626,2006-05-19
626,2006-05-26
626,2006-07-05
626,2006-07-24
626,2006-08-18
626,2006-10-11
627,2006-02-05
627,2006-03-15
627,2006-04-15
627,2006-05-13
627,2006-06-07
627,2006-09-14
627,2006-12-02
628,2006-02-06
628,2006-03-04
628,2006-03-11
628,2006-03-15
628,2006-03-29
628,2006-04-09
628,2006-04-17
628,2006-05-04
628,2006-05-15
628,2006-06-04
628,2006-06-21
628,2006-07-05
628,2006-11-16
628,2006-11-21
628,2006-11-30
628,2006-12-19
628,2007-01-24
628,2007-03-02
628,2007-03-14
629,2006-02-06
629,2007-09-04
630,2006-02-06
630,2006-02-20
630,2006-04-04
631,2006-02-06
631,2006-02-17
632,2006-02-06
632,2006-03-14
633,2006-02-06
634,2006-02-06
634,2006-04-06
634,2006-05-22
634,2006-07-23
634,2006-10-02
634,2007-03-20
634,2007-05-12
635,2006-02-06
636,2006-02-06
636,2006-03-15
636,2006-03-23
636,2006-04-01
636,2006-04-13
636,2006-04-26
636,2006-05-12
636,2006-05-30
636,2006-06-30
636,2006-07-25
636,2006-08-12
636,2006-09-07
636,2006-12-01
637,2006-02-07
638,2006-02-07
638,2006-02-16
638,2006-02-26
638,2006-03-12
638,2006-03-24
638,2006-04-04
638,2006-04-15
638,2006-04-26
638,2006-05-06
638,2006-05-21
638,2006-06-01
638,2006-06-14
638,2006-06-28
638,2006-07-04
638,2006-07-16
638,2006-07-25
638,2006-08-17
638,2006-09-05
638,2006-09-20
638,2006-10-06
638,2006-10-25
638,2006-11-14
638,2006-12-02
638,2006-12-20
638,2007-01-10
638,2007-02-06
638,2007-02-18
638,2007-03-08
638,2007-03-27
638,2007-04-17
638,2007-05-04
638,2007-05-23
638,2007-06-17
638,2007-07-04
638,2007-07-19
638,2007-08-02
638,2007-08-21
638,2007-09-05
638,2007-09-18
638,2007-10-02
638,2007-10-16
638,2007-11-07
638,2007-11-09
638,2007-11-23
638,2007-12-09
638,2007-12-12
638,2007-12-27
639,2006-02-07
639,2006-02-28
640,2006-02-07
641,2006-02-07
642,2006-02-07
642,2006-07-27
643,2006-02-07
643,2006-04-25
644,2006-02-07
644,2006-03-07
644,2006-05-03
644,2006-05-23
644,2006-06-21
644,2006-07-11
644,2006-08-01
644,2006-09-06
644,2006-10-25
644,2006-11-29
644,2007-01-13
644,2007-03-14
644,2007-05-08
644,2007-07-03
644,2007-08-17
644,2007-09-25
644,2007-10-30
644,2007-11-25
644,2007-12-18
645,2006-02-07
645,2006-03-17
645,2006-04-12
645,2006-05-10
645,2006-05-31
645,2006-09-05
645,2006-09-27
645,2006-10-06
645,2006-10-18
645,2006-11-03
645,2006-12-14
645,2007-01-11
645,2007-02-28
645,2007-11-01
646,2006-02-07
646,2006-02-24
646,2006-04-16
646,2006-05-31
646,2006-07-01
646,2006-09-12
646,2007-03-12
646,2007-04-22
646,2007-06-18
647,2006-02-07
647,2006-03-21
647,2006-07-13
647,2006-08-22
647,2006-11-13
648,2006-02-07
648,2007-01-18
648,2007-01-26
648,2007-02-02
648,2007-02-08
649,2006-02-07
649,2006-03-15
649,2006-05-12
649,2006-06-02
649,2006-06-14
649,2006-07-20
649,2006-09-22
649,2006-11-09
649,2006-12-15
649,2007-01-31
649,2007-03-16
649,2007-04-27
649,2007-05-17
649,2007-06-01
649,2007-07-17
649,2007-09-21
650,2006-02-07
650,2006-03-14
650,2006-04-19
650,2006-06-27
650,2007-01-23
651,2006-02-07
651,2006-02-23
651,2006-05-03
651,2006-06-21
651,2006-07-18
651,2006-08-29
651,2006-09-26
651,2006-11-28
651,2007-06-05
652,2006-02-07
653,2006-02-07
654,2006-02-07
654,2006-02-28
654,2006-03-23
654,2006-04-20
654,2006-05-10
654,2006-05-30
654,2006-08-25
654,2006-09-19
654,2006-10-19
654,2006-11-03
654,2006-11-23
654,2006-12-19
654,2007-01-09
654,2007-03-01
654,2007-03-29
654,2007-04-26
654,2007-05-30
654,2007-08-24
654,2007-09-19
654,2007-10-17
654,2007-11-13
654,2007-12-13
655,2006-02-07
655,2006-02-10
655,2006-04-15
656,2006-02-07
656,2006-02-18
656,2006-02-25
656,2006-03-14
656,2006-04-13
656,2006-05-03
656,2006-05-17
656,2006-06-01
656,2006-06-09
656,2006-07-01
656,2006-07-11
656,2006-07-18
656,2006-08-01
656,2006-08-12
656,2006-08-23
656,2006-09-06
656,2006-09-20
656,2006-10-12
656,2006-10-19
656,2006-10-31
656,2006-11-15
656,2006-11-29
656,2007-01-09
657,2006-02-07
658,2006-02-07
658,2006-02-08
658,2006-02-17
658,2006-02-24
658,2006-03-03
658,2006-03-13
658,2006-03-28
658,2006-04-04
658,2006-04-26
658,2006-05-24
658,2006-06-02
658,2006-06-09
658,2006-06-22
658,2006-07-11
658,2006-08-18
658,2006-08-23
658,2006-08-31
658,2006-09-14
658,2006-09-21
658,2006-10-04
658,2006-11-16
658,2007-01-11
658,2007-02-01
658,2007-07-11
659,2006-02-07
659,2006-03-30
659,2006-06-03
659,2007-09-22
659,2007-12-15
660,2006-02-07
660,2006-05-13
660,2006-07-20
660,2006-09-29
660,2006-12-02
660,2006-12-05
660,2007-03-21
660,2007-05-30
660,2007-08-08
660,2007-11-24
661,2006-02-07
662,2006-02-07
662,2006-03-17
662,2006-03-23
662,2006-03-31
662,2006-04-11
662,2006-04-28
662,2006-05-27
663,2006-02-07
664,2006-02-07
664,2006-03-23
664,2006-04-29
664,2006-06-01
664,2006-07-05
664,2006-08-03
664,2006-09-09
664,2006-10-05
664,2006-11-22
664,2006-12-19
664,2007-02-16
664,2007-04-15
664,2007-05-20
664,2007-07-17
664,2007-09-10
664,2007-10-21
664,2007-12-02
665,2006-02-07
665,2006-02-21
665,2006-03-21
665,2007-02-28
665,2007-03-14
665,2007-10-26
666,2006-02-07
666,2006-02-13
666,2006-02-20
666,2006-02-27
666,2006-03-06
666,2006-03-13
666,2006-03-21
666,2006-03-27
666,2006-04-03
666,2006-04-10
667,2006-02-07
667,2006-03-16
667,2006-04-11
667,2006-06-02
667,2006-06-07
667,2006-07-20
667,2006-08-25
667,2006-09-09
667,2006-10-19
667,2006-12-07
667,2007-02-16
667,2007-03-30
667,2007-10-26
668,2006-02-07
668,2006-02-21
668,2006-03-05
668,2006-11-22
668,2006-12-14
668,2007-01-16
668,2007-03-03
668,2007-03-23
668,2007-11-20
669,2006-02-07
669,2006-03-08
669,2006-05-24
669,2006-06-14
669,2006-07-05
670,2006-02-07
671,2006-02-08
672,2006-02-08
673,2006-02-08
673,2006-03-16
673,2006-03-22
673,2006-10-05
674,2006-02-08
674,2006-02-14
675,2006-02-08
675,2006-03-01
675,2006-03-29
675,2006-05-24
675,2006-11-08
675,2007-04-18
676,2006-02-08
676,2006-02-18
677,2006-02-08
678,2006-02-08
678,2006-02-15
678,2006-02-18
678,2006-02-28
678,2006-03-04
678,2006-03-09
678,2006-03-18
678,2006-03-25
678,2006-03-31
678,2006-04-19
678,2006-04-27
678,2006-05-05
678,2006-05-30
678,2006-06-03
678,2006-06-13
678,2006-06-14
678,2006-07-05
678,2006-08-01
678,2006-08-09
678,2006-08-22
678,2006-08-29
678,2006-09-05
678,2006-09-12
678,2006-09-16
678,2006-09-21
678,2006-10-06
678,2006-10-19
678,2006-11-07
678,2006-11-18
678,2006-12-05
678,2006-12-06
678,2006-12-20
678,2007-01-10
678,2007-01-26
678,2007-02-17
678,2007-02-20
678,2007-03-09
678,2007-04-26
678,2007-05-10
678,2007-05-30
678,2007-06-20
678,2007-08-01
679,2006-02-08
680,2006-02-08
680,2006-03-09
680,2006-03-29
680,2006-04-24
680,2006-05-30
680,2006-06-24
680,2006-10-22
680,2006-12-04
680,2007-01-10
680,2007-02-20
680,2007-03-21
680,2007-04-30
680,2007-05-31
680,2007-06-30
680,2007-09-28
681,2006-02-08
682,2006-02-08
682,2006-03-10
682,2006-04-22
682,2006-06-07
682,2006-08-19
682,2006-10-07
682,2006-11-24
682,2006-11-29
682,2007-01-06
682,2007-02-14
682,2007-03-23
682,2007-04-27
682,2007-06-15
682,2007-08-17
682,2007-09-12
682,2007-10-13
682,2007-11-21
683,2006-02-08
683,2006-02-15
683,2006-03-15
683,2006-03-22
683,2006-04-01
683,2006-04-28
683,2006-05-04
683,2006-05-05
683,2006-05-08
683,2006-05-18
683,2006-09-15
683,2006-09-20
683,2006-10-27
683,2006-11-25
683,2007-04-03
683,2007-04-06
683,2007-04-24
683,2007-05-22
683,2007-05-24
683,2007-06-22
683,2007-09-17
683,2007-09-29
683,2007-11-30
684,2006-02-08
685,2006-02-08
686,2006-02-08
687,2006-02-08
687,2006-04-13
687,2006-07-29
687,2006-10-25
687,2007-12-13
688,2006-02-08
689,2006-02-08
690,2006-02-09
691,2006-02-09
691,2006-02-23
691,2006-03-17
691,2006-04-26
691,2006-05-18
691,2006-06-28
691,2006-08-30
691,2006-09-22
691,2006-12-03
691,2007-04-25
691,2007-08-23
691,2007-10-01
692,2006-02-09
693,2006-02-09
694,2006-02-09
694,2006-02-25
694,2006-03-09
694,2006-03-29
694,2006-04-22
694,2006-05-20
694,2006-07-05
694,2006-10-03
694,2006-10-25
694,2006-11-30
694,2006-12-27
694,2007-02-01
694,2007-02-28
694,2007-03-29
694,2007-04-20
694,2007-08-01
694,2007-08-30
694,2007-11-02
695,2006-02-09
695,2006-02-24
695,2006-03-12
695,2006-04-03
695,2006-04-26
695,2006-05-18
695,2006-06-13
695,2006-09-03
695,2006-10-17
695,2006-11-25
695,2007-01-11
695,2007-01-29
695,2007-03-05
695,2007-08-07
695,2007-11-21
696,2006-02-09
696,2006-03-23
696,2007-04-23
696,2007-05-21
696,2007-06-11
697,2006-02-09
697,2006-02-16
697,2006-03-17
698,2006-02-09
699,2006-02-09
699,2006-02-17
699,2006-03-07
699,2007-01-27
699,2007-02-09
700,2006-02-09
700,2006-03-16
701,2006-02-09
702,2006-02-09
702,2006-03-17
702,2006-04-13
702,2006-06-16
702,2006-11-09
702,2007-03-22
703,2006-02-09
704,2006-02-09
704,2006-08-31
704,2007-06-08
705,2006-02-09
705,2006-02-18
705,2006-02-24
705,2006-03-02
705,2006-03-10
705,2006-03-17
705,2006-03-23
705,2006-03-30
705,2006-04-06
705,2006-04-14
705,2006-04-21
705,2006-04-27
705,2006-05-04
705,2006-05-11
705,2006-05-19
705,2006-05-26
705,2006-06-02
705,2006-06-09
705,2006-06-16
705,2006-06-23
705,2006-06-30
705,2006-07-06
705,2006-07-14
705,2006-07-21
705,2006-07-26
705,2006-08-18
705,2006-08-25
705,2006-09-01
705,2006-09-08
705,2006-09-15
705,2006-09-22
705,2006-09-28
705,2006-10-18
705,2006-11-03
705,2006-11-16
